['smartebook', 202590289, 'impression', '2', 241496047L, datetime.datetime(2013, 5, 29, 1, 8, 35), 0.0863956389264618, False, 'best']
['smartebook', 202590289, 'impression', '1', 241499046L, datetime.datetime(2013, 5, 29, 1, 8, 35), 0.0950213236360149, False, 'best']
['smartebook', 202590289, 'view_full_application_via_message', '2', 241496047L, datetime.datetime(2013, 5, 29, 1, 8, 46), 0.0863956389264618, False, 'best']
['smartebook', 202590289, 'impression', '2', 241496047L, datetime.datetime(2013, 5, 29, 1, 9, 54), 0.0863956389264618, False, 'best']
['smartebook', 202590289, 'impression', '1', 241499046L, datetime.datetime(2013, 5, 29, 1, 9, 54), 0.0950213236360149, False, 'best']
['smartebook', 202590289, 'expand_tile', '1', 241499046L, datetime.datetime(2013, 5, 29, 1, 9, 56), 0.0950213236360149, False, 'best']
['smartebook', 202590289, 'view_full_application_via_name', '1', 241499046L, datetime.datetime(2013, 5, 29, 1, 10), 0.0950213236360149, False, 'best']
['smartebook', 202590289, 'impression', '1', 241499046L, datetime.datetime(2013, 5, 29, 1, 10, 28), 0.0950213236360149, False, 'best']
['smartebook', 202590289, 'impression', '2', 241496047L, datetime.datetime(2013, 5, 29, 1, 10, 28), 0.0863956389264618, False, 'best']
['smartebook', 202590289, 'view_full_application_via_name', '1', 241499046L, datetime.datetime(2013, 5, 29, 1, 10, 30), 0.0950213236360149, False, 'best']

